NO,TYPE,DEFINE1,DEFINE2
2116,GEAHBB1.0-21-12-B,,
2117,GEAHBB1.0-22-12-B,,
2118,GEAHBB1.0-23-12-B,,
2119,GEAHBB1.0-24-12-B,,
2120,GEAHBB1.0-25-12-B,,
2121,GEAHBB1.0-26-12-B,,
2122,GEAHBB1.0-27-12-B,,
2123,GEAHBB1.0-28-12-B,,
2124,GEAHBB1.0-29-12-B,,
2125,GEAHBB1.0-30-12-B,,
2126,GEAHBB1.0-32-10-A,,
2127,GEAHBB1.0-34-10-A,,
2128,GEAHBB1.0-35-10-A,,
2129,GEAHBB1.0-36-10-A,,
2130,GEAHBB1.0-32-10-B,,
2131,GEAHBB1.0-34-10-B,,
2132,GEAHBB1.0-35-10-B,,
2133,GEAHBB1.0-36-10-B,,
2134,GEAHBG1.0-17-10-A,,
2135,GEAHBG1.0-18-10-A,,
2136,GEAHBG1.0-17-10-K,,
2137,GEAHBG1.0-18-10-K,,
2138,GEAHBG1.0-19-10-A,,
2139,GEAHBG1.0-20-10-A,,
2140,GEAHBG1.0-21-10-A,,
2141,GEAHBG1.0-22-10-A,,
2142,GEAHBG1.0-23-10-A,,
2143,GEAHBG1.0-24-10-A,,
2144,GEAHBG1.0-25-10-A,,
2145,GEAHBG1.0-26-10-A,,
2146,GEAHBG1.0-27-10-A,,
2147,GEAHBG1.0-28-10-A,,
2148,GEAHBG1.0-29-10-A,,
2149,GEAHBG1.0-30-10-A,,
2150,GEAHBG1.0-19-10-B,,
2151,GEAHBG1.0-20-10-B,,
2152,GEAHBG1.0-21-10-B,,
2153,GEAHBG1.0-22-10-B,,
2154,GEAHBG1.0-23-10-B,,
2155,GEAHBG1.0-24-10-B,,
2156,GEAHBG1.0-25-10-B,,
2157,GEAHBG1.0-26-10-B,,
2158,GEAHBG1.0-27-10-B,,
2159,GEAHBG1.0-28-10-B,,
2160,GEAHBG1.0-29-10-B,,
2161,GEAHBG1.0-30-10-B,,
2162,GEAHBG1.0-17-12-A,,
2163,GEAHBG1.0-18-12-A,,
2164,GEAHBG1.0-17-12-K,,
2165,GEAHBG1.0-18-12-K,,
2166,GEAHBG1.0-19-12-A,,
2167,GEAHBG1.0-20-12-A,,
2168,GEAHBG1.0-21-12-A,,
2169,GEAHBG1.0-22-12-A,,
2170,GEAHBG1.0-23-12-A,,
2171,GEAHBG1.0-24-12-A,,
2172,GEAHBG1.0-25-12-A,,
2173,GEAHBG1.0-26-12-A,,
2174,GEAHBG1.0-27-12-A,,
2175,GEAHBG1.0-28-12-A,,
2176,GEAHBG1.0-29-12-A,,
2177,GEAHBG1.0-30-12-A,,
2178,GEAHBG1.0-19-12-B,,
2179,GEAHBG1.0-20-12-B,,
2180,GEAHBG1.0-21-12-B,,
2181,GEAHBG1.0-22-12-B,,
2182,GEAHBG1.0-23-12-B,,
2183,GEAHBG1.0-24-12-B,,
2184,GEAHBG1.0-25-12-B,,
2185,GEAHBG1.0-26-12-B,,
2186,GEAHBG1.0-27-12-B,,
2187,GEAHBG1.0-28-12-B,,
2188,GEAHBG1.0-29-12-B,,
2189,GEAHBG1.0-30-12-B,,
2190,GEAHBG1.0-32-10-A,,
2191,GEAHBG1.0-34-10-A,,
2192,GEAHBG1.0-35-10-A,,
2193,GEAHBG1.0-36-10-A,,
2194,GEAHBG1.0-32-10-B,,
2195,GEAHBG1.0-34-10-B,,
2196,GEAHBG1.0-35-10-B,,
2197,GEAHBG1.0-36-10-B,,
2198,GEAHS1.0-17-10-A,,
2199,GEAHS1.0-18-10-A,,
2200,GEAHS1.0-17-10-K,,
2201,GEAHS1.0-18-10-K,,
2202,GEAHS1.0-19-10-A,,
2203,GEAHS1.0-20-10-A,,
2204,GEAHS1.0-21-10-A,,
2205,GEAHS1.0-22-10-A,,
2206,GEAHS1.0-23-10-A,,
2207,GEAHS1.0-24-10-A,,
2208,GEAHS1.0-25-10-A,,
2209,GEAHS1.0-26-10-A,,
2210,GEAHS1.0-27-10-A,,
2211,GEAHS1.0-28-10-A,,
2212,GEAHS1.0-29-10-A,,
2213,GEAHS1.0-30-10-A,,
2214,GEAHS1.0-19-10-B,,
2215,GEAHS1.0-20-10-B,,
2216,GEAHS1.0-21-10-B,,
2217,GEAHS1.0-22-10-B,,
2218,GEAHS1.0-23-10-B,,
2219,GEAHS1.0-24-10-B,,
2220,GEAHS1.0-25-10-B,,
2221,GEAHS1.0-26-10-B,,
2222,GEAHS1.0-27-10-B,,
2223,GEAHS1.0-28-10-B,,
2224,GEAHS1.0-29-10-B,,
2225,GEAHS1.0-30-10-B,,
2226,GEAHS1.0-17-12-A,,
2227,GEAHS1.0-18-12-A,,
2228,GEAHS1.0-17-12-K,,
2229,GEAHS1.0-18-12-K,,
2230,GEAHS1.0-19-12-A,,
2231,GEAHS1.0-20-12-A,,
2232,GEAHS1.0-21-12-A,,
2233,GEAHS1.0-22-12-A,,
2234,GEAHS1.0-23-12-A,,
2235,GEAHS1.0-24-12-A,,
2236,GEAHS1.0-25-12-A,,
2237,GEAHS1.0-26-12-A,,
2238,GEAHS1.0-27-12-A,,
2239,GEAHS1.0-28-12-A,,
2240,GEAHS1.0-29-12-A,,
2241,GEAHS1.0-30-12-A,,
2242,GEAHS1.0-19-12-B,,
2243,GEAHS1.0-20-12-B,,
2244,GEAHS1.0-21-12-B,,
2245,GEAHS1.0-22-12-B,,
2246,GEAHS1.0-23-12-B,,
2247,GEAHS1.0-24-12-B,,
2248,GEAHS1.0-25-12-B,,
2249,GEAHS1.0-26-12-B,,
2250,GEAHS1.0-27-12-B,,
2251,GEAHS1.0-28-12-B,,
2252,GEAHS1.0-29-12-B,,
2253,GEAHS1.0-30-12-B,,
2254,GEAHS1.0-32-10-A,,
2255,GEAHS1.0-34-10-A,,
2256,GEAHS1.0-35-10-A,,
2257,GEAHS1.0-36-10-A,,
2258,GEAHS1.0-32-10-B,,
2259,GEAHS1.0-34-10-B,,
2260,GEAHS1.0-35-10-B,,
2261,GEAHS1.0-36-10-B,,
2262,GEAB1.0-17-10-K,,
2263,GEAB1.0-18-10-K,,
2264,GEAB1.0-19-10-B,,
2265,GEAB1.0-20-10-B,,
2266,GEAB1.0-21-10-B,,
2267,GEAB1.0-22-10-B,,
2268,GEAB1.0-23-10-B,,
2269,GEAB1.0-24-10-B,,
2270,GEAB1.0-25-10-B,,
2271,GEAB1.0-26-10-B,,
2272,GEAB1.0-27-10-B,,
2273,GEAB1.0-28-10-B,,
2274,GEAB1.0-29-10-B,,
2275,GEAB1.0-30-10-B,,
2276,GEAB1.0-17-12-K,,
2277,GEAB1.0-18-12-K,,
2278,GEAB1.0-19-12-B,,
2279,GEAB1.0-20-12-B,,
2280,GEAB1.0-21-12-B,,
2281,GEAB1.0-22-12-B,,
2282,GEAB1.0-23-12-B,,
2283,GEAB1.0-24-12-B,,
2284,GEAB1.0-25-12-B,,
2285,GEAB1.0-26-12-B,,
2286,GEAB1.0-27-12-B,,
2287,GEAB1.0-28-12-B,,
2288,GEAB1.0-29-12-B,,
2289,GEAB1.0-30-12-B,,
2290,GEAB1.0-32-10-B,,
2291,GEAB1.0-34-10-B,,
2292,GEAB1.0-35-10-B,,
2293,GEAB1.0-36-10-B,,
2294,GEABB1.0-17-10-K,,
2295,GEABB1.0-18-10-K,,
2296,GEABB1.0-19-10-B,,
2297,GEABB1.0-20-10-B,,
2298,GEABB1.0-21-10-B,,
2299,GEABB1.0-22-10-B,,
2300,GEABB1.0-23-10-B,,
2301,GEABB1.0-24-10-B,,
2302,GEABB1.0-25-10-B,,
2303,GEABB1.0-26-10-B,,
2304,GEABB1.0-27-10-B,,
2305,GEABB1.0-28-10-B,,
2306,GEABB1.0-29-10-B,,
2307,GEABB1.0-30-10-B,,
2308,GEABB1.0-17-12-K,,
2309,GEABB1.0-18-12-K,,
2310,GEABB1.0-19-12-B,,
2311,GEABB1.0-20-12-B,,
2312,GEABB1.0-21-12-B,,
2313,GEABB1.0-22-12-B,,
2314,GEABB1.0-23-12-B,,
2315,GEABB1.0-24-12-B,,
2316,GEABB1.0-25-12-B,,
2317,GEABB1.0-26-12-B,,
2318,GEABB1.0-27-12-B,,
2319,GEABB1.0-28-12-B,,
2320,GEABB1.0-29-12-B,,
2321,GEABB1.0-30-12-B,,
2322,GEABB1.0-32-10-B,,
2323,GEABB1.0-34-10-B,,
2324,GEABB1.0-35-10-B,,
2325,GEABB1.0-36-10-B,,
2326,GEABG1.0-17-10-K,,
2327,GEABG1.0-18-10-K,,
2328,GEABG1.0-19-10-B,,
2329,GEABG1.0-20-10-B,,
2330,GEABG1.0-21-10-B,,
2331,GEABG1.0-22-10-B,,
2332,GEABG1.0-23-10-B,,
2333,GEABG1.0-24-10-B,,
2334,GEABG1.0-25-10-B,,
2335,GEABG1.0-26-10-B,,
2336,GEABG1.0-27-10-B,,
2337,GEABG1.0-28-10-B,,
2338,GEABG1.0-29-10-B,,
2339,GEABG1.0-30-10-B,,
2340,GEABG1.0-17-12-K,,
2341,GEABG1.0-18-12-K,,
2342,GEABG1.0-19-12-B,,
2343,GEABG1.0-20-12-B,,
2344,GEABG1.0-21-12-B,,
2345,GEABG1.0-22-12-B,,
2346,GEABG1.0-23-12-B,,
2347,GEABG1.0-24-12-B,,
2348,GEABG1.0-25-12-B,,
2349,GEABG1.0-26-12-B,,
2350,GEABG1.0-27-12-B,,
2351,GEABG1.0-28-12-B,,
2352,GEABG1.0-29-12-B,,
2353,GEABG1.0-30-12-B,,
2354,GEABG1.0-32-10-B,,
2355,GEABG1.0-34-10-B,,
2356,GEABG1.0-35-10-B,,
2357,GEABG1.0-36-10-B,,
2358,GEAS1.0-17-10-K,,
2359,GEAS1.0-18-10-K,,
2360,GEAS1.0-19-10-B,,
2361,GEAS1.0-20-10-B,,
2362,GEAS1.0-21-10-B,,
2363,GEAS1.0-22-10-B,,
2364,GEAS1.0-23-10-B,,
2365,GEAS1.0-24-10-B,,
2366,GEAS1.0-25-10-B,,
2367,GEAS1.0-26-10-B,,
2368,GEAS1.0-27-10-B,,
2369,GEAS1.0-28-10-B,,
2370,GEAS1.0-29-10-B,,
2371,GEAS1.0-30-10-B,,
2372,GEAS1.0-17-12-K,,
2373,GEAS1.0-18-12-K,,
2374,GEAS1.0-19-12-B,,
2375,GEAS1.0-20-12-B,,
2376,GEAS1.0-21-12-B,,
2377,GEAS1.0-22-12-B,,
2378,GEAS1.0-23-12-B,,
2379,GEAS1.0-24-12-B,,
2380,GEAS1.0-25-12-B,,
2381,GEAS1.0-26-12-B,,
2382,GEAS1.0-27-12-B,,
2383,GEAS1.0-28-12-B,,
2384,GEAS1.0-29-12-B,,
2385,GEAS1.0-30-12-B,,
2386,GEAS1.0-32-10-B,,
2387,GEAS1.0-34-10-B,,
2388,GEAS1.0-35-10-B,,
2389,GEAS1.0-36-10-B,,
2390,GEAKB1.0-17-10-A,,
2391,GEAKB1.0-18-10-A,,
2392,GEAKB1.0-19-10-A,,
2393,GEAKB1.0-20-10-A,,
2394,GEAKB1.0-21-10-A,,
2395,GEAKB1.0-22-10-A,,
2396,GEAKB1.0-23-10-A,,
2397,GEAKB1.0-24-10-A,,
2398,GEAKB1.0-25-10-A,,
2399,GEAKB1.0-26-10-A,,
2400,GEAKB1.0-27-10-A,,
2401,GEAKB1.0-28-10-A,,
2402,GEAKB1.0-29-10-A,,
2403,GEAKB1.0-30-10-A,,
2404,GEAKB1.0-19-10-B,,
2405,GEAKB1.0-20-10-B,,
2406,GEAKB1.0-21-10-B,,
2407,GEAKB1.0-22-10-B,,
2408,GEAKB1.0-23-10-B,,
2409,GEAKB1.0-24-10-B,,
2410,GEAKB1.0-25-10-B,,
2411,GEAKB1.0-26-10-B,,
2412,GEAKB1.0-27-10-B,,
2413,GEAKB1.0-28-10-B,,
2414,GEAKB1.0-29-10-B,,
2415,GEAKB1.0-30-10-B,,
2416,GEAKB1.0-17-12-A,,
2417,GEAKB1.0-18-12-A,,
2418,GEAKB1.0-19-12-A,,
2419,GEAKB1.0-20-12-A,,
2420,GEAKB1.0-21-12-A,,
2421,GEAKB1.0-22-12-A,,
2422,GEAKB1.0-23-12-A,,
2423,GEAKB1.0-24-12-A,,
2424,GEAKB1.0-25-12-A,,
2425,GEAKB1.0-26-12-A,,
2426,GEAKB1.0-27-12-A,,
2427,GEAKB1.0-28-12-A,,
2428,GEAKB1.0-29-12-A,,
2429,GEAKB1.0-30-12-A,,
2430,GEAKB1.0-19-12-B,,
2431,GEAKB1.0-20-12-B,,
2432,GEAKB1.0-21-12-B,,
2433,GEAKB1.0-22-12-B,,
2434,GEAKB1.0-23-12-B,,
2435,GEAKB1.0-24-12-B,,
2436,GEAKB1.0-25-12-B,,
2437,GEAKB1.0-26-12-B,,
2438,GEAKB1.0-27-12-B,,
2439,GEAKB1.0-28-12-B,,
2440,GEAKB1.0-29-12-B,,
2441,GEAKB1.0-30-12-B,,
2442,GEAKB1.0-32-10-A,,
2443,GEAKB1.0-34-10-A,,
2444,GEAKB1.0-35-10-A,,
2445,GEAKB1.0-36-10-A,,
2446,GEAKB1.0-32-10-B,,
2447,GEAKB1.0-34-10-B,,
2448,GEAKB1.0-35-10-B,,
2449,GEAKB1.0-36-10-B,,
2450,GEAKBB1.0-17-10-A,,
2451,GEAKBB1.0-18-10-A,,
2452,GEAKBB1.0-19-10-A,,
2453,GEAKBB1.0-20-10-A,,
2454,GEAKBB1.0-21-10-A,,
2455,GEAKBB1.0-22-10-A,,
2456,GEAKBB1.0-23-10-A,,
2457,GEAKBB1.0-24-10-A,,
2458,GEAKBB1.0-25-10-A,,
2459,GEAKBB1.0-26-10-A,,
2460,GEAKBB1.0-27-10-A,,
2461,GEAKBB1.0-28-10-A,,
2462,GEAKBB1.0-29-10-A,,
2463,GEAKBB1.0-30-10-A,,
2464,GEAKBB1.0-19-10-B,,
2465,GEAKBB1.0-20-10-B,,
2466,GEAKBB1.0-21-10-B,,
2467,GEAKBB1.0-22-10-B,,
2468,GEAKBB1.0-23-10-B,,
2469,GEAKBB1.0-24-10-B,,
2470,GEAKBB1.0-25-10-B,,
2471,GEAKBB1.0-26-10-B,,
2472,GEAKBB1.0-27-10-B,,
2473,GEAKBB1.0-28-10-B,,
2474,GEAKBB1.0-29-10-B,,
2475,GEAKBB1.0-30-10-B,,
2476,GEAKBB1.0-17-12-A,,
2477,GEAKBB1.0-18-12-A,,
2478,GEAKBB1.0-19-12-A,,
2479,GEAKBB1.0-20-12-A,,
2480,GEAKBB1.0-21-12-A,,
2481,GEAKBB1.0-22-12-A,,
2482,GEAKBB1.0-23-12-A,,
2483,GEAKBB1.0-24-12-A,,
2484,GEAKBB1.0-25-12-A,,
2485,GEAKBB1.0-26-12-A,,
2486,GEAKBB1.0-27-12-A,,
2487,GEAKBB1.0-28-12-A,,
2488,GEAKBB1.0-29-12-A,,
2489,GEAKBB1.0-30-12-A,,
2490,GEAKBB1.0-19-12-B,,
2491,GEAKBB1.0-20-12-B,,
2492,GEAKBB1.0-21-12-B,,
2493,GEAKBB1.0-22-12-B,,
2494,GEAKBB1.0-23-12-B,,
2495,GEAKBB1.0-24-12-B,,
2496,GEAKBB1.0-25-12-B,,
2497,GEAKBB1.0-26-12-B,,
2498,GEAKBB1.0-27-12-B,,
2499,GEAKBB1.0-28-12-B,,
2500,GEAKBB1.0-29-12-B,,
2501,GEAKBB1.0-30-12-B,,
2502,GEAKBB1.0-32-10-A,,
2503,GEAKBB1.0-34-10-A,,
2504,GEAKBB1.0-35-10-A,,
2505,GEAKBB1.0-36-10-A,,
2506,GEAKBB1.0-32-10-B,,
2507,GEAKBB1.0-34-10-B,,
2508,GEAKBB1.0-35-10-B,,
2509,GEAKBB1.0-36-10-B,,
2510,GEAKBG1.0-17-10-A,,
2511,GEAKBG1.0-18-10-A,,
2512,GEAKBG1.0-19-10-A,,
2513,GEAKBG1.0-20-10-A,,
2514,GEAKBG1.0-21-10-A,,
2515,GEAKBG1.0-22-10-A,,
2516,GEAKBG1.0-23-10-A,,
2517,GEAKBG1.0-24-10-A,,
2518,GEAKBG1.0-25-10-A,,
2519,GEAKBG1.0-26-10-A,,
2520,GEAKBG1.0-27-10-A,,
2521,GEAKBG1.0-28-10-A,,
2522,GEAKBG1.0-29-10-A,,
2523,GEAKBG1.0-30-10-A,,
2524,GEAKBG1.0-19-10-B,,
2525,GEAKBG1.0-20-10-B,,
2526,GEAKBG1.0-21-10-B,,
2527,GEAKBG1.0-22-10-B,,
2528,GEAKBG1.0-23-10-B,,
2529,GEAKBG1.0-24-10-B,,
2530,GEAKBG1.0-25-10-B,,
2531,GEAKBG1.0-26-10-B,,
2532,GEAKBG1.0-27-10-B,,
2533,GEAKBG1.0-28-10-B,,
2534,GEAKBG1.0-29-10-B,,
2535,GEAKBG1.0-30-10-B,,
2536,GEAKBG1.0-17-12-A,,
2537,GEAKBG1.0-18-12-A,,
2538,GEAKBG1.0-19-12-A,,
2539,GEAKBG1.0-20-12-A,,
2540,GEAKBG1.0-21-12-A,,
2541,GEAKBG1.0-22-12-A,,
2542,GEAKBG1.0-23-12-A,,
2543,GEAKBG1.0-24-12-A,,
2544,GEAKBG1.0-25-12-A,,
2545,GEAKBG1.0-26-12-A,,
2546,GEAKBG1.0-27-12-A,,
2547,GEAKBG1.0-28-12-A,,
2548,GEAKBG1.0-29-12-A,,
2549,GEAKBG1.0-30-12-A,,
2550,GEAKBG1.0-19-12-B,,
2551,GEAKBG1.0-20-12-B,,
2552,GEAKBG1.0-21-12-B,,
2553,GEAKBG1.0-22-12-B,,
2554,GEAKBG1.0-23-12-B,,
2555,GEAKBG1.0-24-12-B,,
2556,GEAKBG1.0-25-12-B,,
2557,GEAKBG1.0-26-12-B,,
2558,GEAKBG1.0-27-12-B,,
2559,GEAKBG1.0-28-12-B,,
2560,GEAKBG1.0-29-12-B,,
2561,GEAKBG1.0-30-12-B,,
2562,GEAKBG1.0-32-10-A,,
2563,GEAKBG1.0-34-10-A,,
2564,GEAKBG1.0-35-10-A,,
2565,GEAKBG1.0-36-10-A,,
2566,GEAKBG1.0-32-10-B,,
2567,GEAKBG1.0-34-10-B,,
2568,GEAKBG1.0-35-10-B,,
2569,GEAKBG1.0-36-10-B,,
2570,GEAKS1.0-17-10-A,,
2571,GEAKS1.0-18-10-A,,
2572,GEAKS1.0-19-10-A,,
2573,GEAKS1.0-20-10-A,,
2574,GEAKS1.0-21-10-A,,
2575,GEAKS1.0-22-10-A,,
2576,GEAKS1.0-23-10-A,,
2577,GEAKS1.0-24-10-A,,
2578,GEAKS1.0-25-10-A,,
2579,GEAKS1.0-26-10-A,,
2580,GEAKS1.0-27-10-A,,
2581,GEAKS1.0-28-10-A,,
2582,GEAKS1.0-29-10-A,,
2583,GEAKS1.0-30-10-A,,
2584,GEAKS1.0-19-10-B,,
2585,GEAKS1.0-20-10-B,,
2586,GEAKS1.0-21-10-B,,
2587,GEAKS1.0-22-10-B,,
2588,GEAKS1.0-23-10-B,,
2589,GEAKS1.0-24-10-B,,
2590,GEAKS1.0-25-10-B,,
2591,GEAKS1.0-26-10-B,,
2592,GEAKS1.0-27-10-B,,
2593,GEAKS1.0-28-10-B,,
2594,GEAKS1.0-29-10-B,,
2595,GEAKS1.0-30-10-B,,
2596,GEAKS1.0-17-12-A,,
2597,GEAKS1.0-18-12-A,,
2598,GEAKS1.0-19-12-A,,
2599,GEAKS1.0-20-12-A,,
2600,GEAKS1.0-21-12-A,,
2601,GEAKS1.0-22-12-A,,
2602,GEAKS1.0-23-12-A,,
2603,GEAKS1.0-24-12-A,,
2604,GEAKS1.0-25-12-A,,
2605,GEAKS1.0-26-12-A,,
2606,GEAKS1.0-27-12-A,,
2607,GEAKS1.0-28-12-A,,
2608,GEAKS1.0-29-12-A,,
2609,GEAKS1.0-30-12-A,,
2610,GEAKS1.0-19-12-B,,
2611,GEAKS1.0-20-12-B,,
2612,GEAKS1.0-21-12-B,,
2613,GEAKS1.0-22-12-B,,
2614,GEAKS1.0-23-12-B,,
2615,GEAKS1.0-24-12-B,,
2616,GEAKS1.0-25-12-B,,
2617,GEAKS1.0-26-12-B,,
2618,GEAKS1.0-27-12-B,,
2619,GEAKS1.0-28-12-B,,
2620,GEAKS1.0-29-12-B,,
2621,GEAKS1.0-30-12-B,,
2622,GEAKS1.0-32-10-A,,
2623,GEAKS1.0-34-10-A,,
2624,GEAKS1.0-35-10-A,,
2625,GEAKS1.0-36-10-A,,
2626,GEAKS1.0-32-10-B,,
2627,GEAKS1.0-34-10-B,,
2628,GEAKS1.0-35-10-B,,
2629,GEAKS1.0-36-10-B,,
2630,GEAHB1.0-17-6-K,,
2631,GEAHB1.0-18-6-K,,
2632,GEAHB1.0-17-8-K,,
2633,GEAHB1.0-18-8-K,,
2634,GEAHB1.0-17-6-A,,
2635,GEAHB1.0-18-6-A,,
2636,GEAHB1.0-17-8-A,,
2637,GEAHB1.0-18-8-A,,
2638,GEAHB1.0-19-6-A,,
2639,GEAHB1.0-20-6-A,,
2640,GEAHB1.0-21-6-A,,
2641,GEAHB1.0-22-6-A,,
2642,GEAHB1.0-23-6-A,,
2643,GEAHB1.0-24-6-A,,
2644,GEAHB1.0-25-6-A,,
2645,GEAHB1.0-26-6-A,,
2646,GEAHB1.0-27-6-A,,
2647,GEAHB1.0-28-6-A,,
2648,GEAHB1.0-29-6-A,,
2649,GEAHB1.0-30-6-A,,
2650,GEAHB1.0-19-8-A,,
2651,GEAHB1.0-20-8-A,,
2652,GEAHB1.0-21-8-A,,
2653,GEAHB1.0-22-8-A,,
2654,GEAHB1.0-23-8-A,,
2655,GEAHB1.0-24-8-A,,
2656,GEAHB1.0-25-8-A,,
2657,GEAHB1.0-26-8-A,,
2658,GEAHB1.0-27-8-A,,
2659,GEAHB1.0-28-8-A,,
2660,GEAHB1.0-29-8-A,,
2661,GEAHB1.0-30-8-A,,
2662,GEAHB1.0-19-6-B,,
2663,GEAHB1.0-20-6-B,,
2664,GEAHB1.0-21-6-B,,
2665,GEAHB1.0-22-6-B,,
2666,GEAHB1.0-23-6-B,,
2667,GEAHB1.0-24-6-B,,
2668,GEAHB1.0-25-6-B,,
2669,GEAHB1.0-26-6-B,,
2670,GEAHB1.0-27-6-B,,
2671,GEAHB1.0-28-6-B,,
2672,GEAHB1.0-29-6-B,,
2673,GEAHB1.0-30-6-B,,
2674,GEAHB1.0-19-8-B,,
2675,GEAHB1.0-20-8-B,,
2676,GEAHB1.0-21-8-B,,
2677,GEAHB1.0-22-8-B,,
2678,GEAHB1.0-23-8-B,,
2679,GEAHB1.0-24-8-B,,
2680,GEAHB1.0-25-8-B,,
2681,GEAHB1.0-26-8-B,,
2682,GEAHB1.0-27-8-B,,
2683,GEAHB1.0-28-8-B,,
2684,GEAHB1.0-29-8-B,,
2685,GEAHB1.0-30-8-B,,
2686,GEAHB1.0-32-6-A,,
2687,GEAHB1.0-34-6-A,,
2688,GEAHB1.0-35-6-A,,
2689,GEAHB1.0-36-6-A,,
2690,GEAHB1.0-32-6-B,,
2691,GEAHB1.0-34-6-B,,
2692,GEAHB1.0-35-6-B,,
2693,GEAHB1.0-36-6-B,,
2694,GEAHBB1.0-17-6-K,,
2695,GEAHBB1.0-18-6-K,,
2696,GEAHBB1.0-17-8-K,,
2697,GEAHBB1.0-18-8-K,,
2698,GEAHBB1.0-17-6-A,,
2699,GEAHBB1.0-18-6-A,,
2700,GEAHBB1.0-17-8-A,,
2701,GEAHBB1.0-18-8-A,,
2702,GEAHBB1.0-19-6-A,,
2703,GEAHBB1.0-20-6-A,,
2704,GEAHBB1.0-21-6-A,,
2705,GEAHBB1.0-22-6-A,,
2706,GEAHBB1.0-23-6-A,,
2707,GEAHBB1.0-24-6-A,,
2708,GEAHBB1.0-25-6-A,,
2709,GEAHBB1.0-26-6-A,,
2710,GEAHBB1.0-27-6-A,,
2711,GEAHBB1.0-28-6-A,,
2712,GEAHBB1.0-29-6-A,,
2713,GEAHBB1.0-30-6-A,,
2714,GEAHBB1.0-19-8-A,,
2715,GEAHBB1.0-20-8-A,,
2716,GEAHBB1.0-21-8-A,,
2717,GEAHBB1.0-22-8-A,,
2718,GEAHBB1.0-23-8-A,,
2719,GEAHBB1.0-24-8-A,,
2720,GEAHBB1.0-25-8-A,,
2721,GEAHBB1.0-26-8-A,,
2722,GEAHBB1.0-27-8-A,,
2723,GEAHBB1.0-28-8-A,,
2724,GEAHBB1.0-29-8-A,,
2725,GEAHBB1.0-30-8-A,,
2726,GEAHBB1.0-19-6-B,,
2727,GEAHBB1.0-20-6-B,,
2728,GEAHBB1.0-21-6-B,,
2729,GEAHBB1.0-22-6-B,,
2730,GEAHBB1.0-23-6-B,,
2731,GEAHBB1.0-24-6-B,,
2732,GEAHBB1.0-25-6-B,,
2733,GEAHBB1.0-26-6-B,,
2734,GEAHBB1.0-27-6-B,,
2735,GEAHBB1.0-28-6-B,,
2736,GEAHBB1.0-29-6-B,,
2737,GEAHBB1.0-30-6-B,,
2738,GEAHBB1.0-19-8-B,,
2739,GEAHBB1.0-20-8-B,,
2740,GEAHBB1.0-21-8-B,,
2741,GEAHBB1.0-22-8-B,,
2742,GEAHBB1.0-23-8-B,,
2743,GEAHBB1.0-24-8-B,,
2744,GEAHBB1.0-25-8-B,,
2745,GEAHBB1.0-26-8-B,,
2746,GEAHBB1.0-27-8-B,,
2747,GEAHBB1.0-28-8-B,,
2748,GEAHBB1.0-29-8-B,,
2749,GEAHBB1.0-30-8-B,,
2750,GEAHBB1.0-32-6-A,,
2751,GEAHBB1.0-34-6-A,,
2752,GEAHBB1.0-35-6-A,,
2753,GEAHBB1.0-36-6-A,,
2754,GEAHBB1.0-32-6-B,,
2755,GEAHBB1.0-34-6-B,,
2756,GEAHBB1.0-35-6-B,,
2757,GEAHBB1.0-36-6-B,,
2758,GEAHBG1.0-17-6-K,,
2759,GEAHBG1.0-18-6-K,,
2760,GEAHBG1.0-17-8-K,,
2761,GEAHBG1.0-18-8-K,,
2762,GEAHBG1.0-17-6-A,,
2763,GEAHBG1.0-18-6-A,,
2764,GEAHBG1.0-17-8-A,,
2765,GEAHBG1.0-18-8-A,,
2766,GEAHBG1.0-19-6-A,,
2767,GEAHBG1.0-20-6-A,,
2768,GEAHBG1.0-21-6-A,,
2769,GEAHBG1.0-22-6-A,,
2770,GEAHBG1.0-23-6-A,,
2771,GEAHBG1.0-24-6-A,,
2772,GEAHBG1.0-25-6-A,,
2773,GEAHBG1.0-26-6-A,,
2774,GEAHBG1.0-27-6-A,,
2775,GEAHBG1.0-28-6-A,,
2776,GEAHBG1.0-29-6-A,,
2777,GEAHBG1.0-30-6-A,,
2778,GEAHBG1.0-19-8-A,,
2779,GEAHBG1.0-20-8-A,,
2780,GEAHBG1.0-21-8-A,,
2781,GEAHBG1.0-22-8-A,,
2782,GEAHBG1.0-23-8-A,,
2783,GEAHBG1.0-24-8-A,,
2784,GEAHBG1.0-25-8-A,,
2785,GEAHBG1.0-26-8-A,,
2786,GEAHBG1.0-27-8-A,,
2787,GEAHBG1.0-28-8-A,,
2788,GEAHBG1.0-29-8-A,,
2789,GEAHBG1.0-30-8-A,,
2790,GEAHBG1.0-19-6-B,,
2791,GEAHBG1.0-20-6-B,,
2792,GEAHBG1.0-21-6-B,,
2793,GEAHBG1.0-22-6-B,,
2794,GEAHBG1.0-23-6-B,,
2795,GEAHBG1.0-24-6-B,,
2796,GEAHBG1.0-25-6-B,,
2797,GEAHBG1.0-26-6-B,,
2798,GEAHBG1.0-27-6-B,,
2799,GEAHBG1.0-28-6-B,,
2800,GEAHBG1.0-29-6-B,,
2801,GEAHBG1.0-30-6-B,,
2802,GEAHBG1.0-19-8-B,,
2803,GEAHBG1.0-20-8-B,,
2804,GEAHBG1.0-21-8-B,,
