2025-11-25 20:09:42,467 - __main__ - INFO - 启动DNC参数计算系统
2025-11-25 20:09:42,467 - __main__ - ERROR - 缺少必要的依赖包: openpyxl
2025-11-25 20:09:42,467 - __main__ - ERROR - 依赖项检查失败，程序退出
2025-11-25 20:12:19,676 - __main__ - INFO - 启动DNC参数计算系统
2025-11-25 20:12:19,676 - __main__ - ERROR - 缺少必要的依赖包: openpyxl
2025-11-25 20:12:19,677 - __main__ - ERROR - 依赖项检查失败，程序退出
2025-11-25 20:13:20,861 - __main__ - INFO - 启动DNC参数计算系统
2025-11-25 20:13:22,618 - __main__ - WARNING - 未找到原始master数据目录，将使用空目录
2025-11-25 20:13:28,283 - __main__ - INFO - 启动用户界面
2025-11-25 20:13:28,285 - src.config.config_manager - WARNING - 配置文件不存在: config\app_config.ini
2025-11-25 20:13:28,293 - src.config.config_manager - INFO - 默认配置文件已创建: config\app_config.ini
2025-11-25 20:13:28,370 - src.config.config_manager - INFO - 配置文件加载成功: config\app_config.ini
2025-11-25 20:41:03,892 - src.data.data_manager - INFO - 加载PRG文件: prg1/chngValue.csv, 2 条记录
2025-11-25 20:41:03,893 - src.data.csv_processor - INFO - CSV文件读取成功: data\master\prg1\cntrl_rex.csv, 共 51 条记录
2025-11-25 20:41:03,893 - src.data.data_manager - INFO - 加载PRG文件: prg1/cntrl_rex.csv, 51 条记录
2025-11-25 20:41:03,893 - src.data.csv_processor - INFO - CSV文件读取成功: data\master\prg1\cntrl.csv, 共 66 条记录
2025-11-25 20:41:03,893 - src.data.data_manager - INFO - 加载PRG文件: prg1/cntrl.csv, 66 条记录
2025-11-25 20:41:03,893 - src.data.csv_processor - INFO - CSV文件读取成功: data\master\prg1\correct.csv, 共 0 条记录
2025-11-25 20:41:03,893 - src.data.data_manager - INFO - 加载PRG文件: prg1/correct.csv, 0 条记录
2025-11-25 20:41:03,894 - src.data.csv_processor - INFO - CSV文件读取成功: data\master\prg1\define.csv, 共 176 条记录
2025-11-25 20:41:03,894 - src.data.data_manager - INFO - 加载PRG文件: prg1/define.csv, 176 条记录
2025-11-25 20:41:03,895 - src.data.csv_processor - INFO - CSV文件读取成功: data\master\prg1\input.csv, 共 0 条记录
2025-11-25 20:41:03,895 - src.data.data_manager - INFO - 加载PRG文件: prg1/input.csv, 0 条记录
2025-11-25 20:41:03,895 - src.data.csv_processor - INFO - CSV文件读取成功: data\master\prg1\load.csv, 共 10 条记录
2025-11-25 20:41:03,896 - src.data.data_manager - INFO - 加载PRG文件: prg1/load.csv, 10 条记录
2025-11-25 20:41:03,896 - src.data.csv_processor - INFO - CSV文件读取成功: data\master\prg1\measure.csv, 共 0 条记录
2025-11-25 20:41:03,896 - src.data.data_manager - INFO - 加载PRG文件: prg1/measure.csv, 0 条记录
2025-11-25 20:41:03,897 - src.data.csv_processor - INFO - CSV文件读取成功: data\master\prg1\preset.csv, 共 0 条记录
2025-11-25 20:41:03,897 - src.data.data_manager - INFO - 加载PRG文件: prg1/preset.csv, 0 条记录
2025-11-25 20:41:03,898 - src.data.csv_processor - INFO - CSV文件读取成功: data\master\prg1\relation.csv, 共 110 条记录
2025-11-25 20:41:03,898 - src.data.data_manager - INFO - 加载PRG文件: prg1/relation.csv, 110 条记录
2025-11-25 20:41:03,899 - src.data.csv_processor - INFO - CSV文件读取成功: data\master\prg1\select.csv, 共 10 条记录
2025-11-25 20:41:03,899 - src.data.data_manager - INFO - 加载PRG文件: prg1/select.csv, 10 条记录
2025-11-25 20:41:03,900 - src.data.csv_processor - INFO - CSV文件读取成功: data\master\prg1\switch.csv, 共 4 条记录
2025-11-25 20:41:03,900 - src.data.data_manager - INFO - 加载PRG文件: prg1/switch.csv, 4 条记录
2025-11-25 20:41:03,909 - src.data.csv_processor - INFO - CSV文件读取成功: data\master\prg1\type_define.csv, 共 8276 条记录
2025-11-25 20:41:03,910 - src.data.data_manager - INFO - 加载PRG文件: prg1/type_define.csv, 8276 条记录
2025-11-25 20:41:03,922 - src.data.csv_processor - INFO - CSV文件读取成功: data\master\prg1\type_prg.csv, 共 8284 条记录
2025-11-25 20:41:03,922 - src.data.data_manager - INFO - 加载PRG文件: prg1/type_prg.csv, 8284 条记录
2025-11-25 20:41:03,923 - src.data.csv_processor - INFO - CSV文件读取成功: data\master\prg2\add.csv, 共 0 条记录
2025-11-25 20:41:03,923 - src.data.data_manager - INFO - 加载PRG文件: prg2/add.csv, 0 条记录
2025-11-25 20:41:03,923 - src.data.csv_processor - INFO - CSV文件读取成功: data\master\prg2\calc.csv, 共 7 条记录
2025-11-25 20:41:03,923 - src.data.data_manager - INFO - 加载PRG文件: prg2/calc.csv, 7 条记录
2025-11-25 20:41:03,923 - src.data.csv_processor - INFO - CSV文件读取成功: data\master\prg2\chngValue.csv, 共 2 条记录
2025-11-25 20:41:03,923 - src.data.data_manager - INFO - 加载PRG文件: prg2/chngValue.csv, 2 条记录
2025-11-25 20:41:03,924 - src.data.csv_processor - INFO - CSV文件读取成功: data\master\prg2\cntrl_rex.csv, 共 51 条记录
2025-11-25 20:41:03,924 - src.data.data_manager - INFO - 加载PRG文件: prg2/cntrl_rex.csv, 51 条记录
2025-11-25 20:41:03,924 - src.data.csv_processor - INFO - CSV文件读取成功: data\master\prg2\cntrl.csv, 共 42 条记录
2025-11-25 20:41:03,924 - src.data.data_manager - INFO - 加载PRG文件: prg2/cntrl.csv, 42 条记录
2025-11-25 20:41:03,925 - src.data.csv_processor - INFO - CSV文件读取成功: data\master\prg2\correct.csv, 共 0 条记录
2025-11-25 20:41:03,925 - src.data.data_manager - INFO - 加载PRG文件: prg2/correct.csv, 0 条记录
2025-11-25 20:41:03,926 - src.data.csv_processor - INFO - CSV文件读取成功: data\master\prg2\define.csv, 共 161 条记录
2025-11-25 20:41:03,926 - src.data.data_manager - INFO - 加载PRG文件: prg2/define.csv, 161 条记录
2025-11-25 20:41:03,926 - src.data.csv_processor - INFO - CSV文件读取成功: data\master\prg2\load.csv, 共 11 条记录
2025-11-25 20:41:03,926 - src.data.data_manager - INFO - 加载PRG文件: prg2/load.csv, 11 条记录
2025-11-25 20:41:03,927 - src.data.csv_processor - INFO - CSV文件读取成功: data\master\prg2\measure.csv, 共 0 条记录
2025-11-25 20:41:03,927 - src.data.data_manager - INFO - 加载PRG文件: prg2/measure.csv, 0 条记录
2025-11-25 20:41:03,927 - src.data.csv_processor - INFO - CSV文件读取成功: data\master\prg2\preset.csv, 共 0 条记录
2025-11-25 20:41:03,927 - src.data.data_manager - INFO - 加载PRG文件: prg2/preset.csv, 0 条记录
2025-11-25 20:41:03,928 - src.data.csv_processor - INFO - CSV文件读取成功: data\master\prg2\relation.csv, 共 58 条记录
2025-11-25 20:41:03,928 - src.data.data_manager - INFO - 加载PRG文件: prg2/relation.csv, 58 条记录
2025-11-25 20:41:03,929 - src.data.csv_processor - INFO - CSV文件读取成功: data\master\prg2\select.csv, 共 0 条记录
2025-11-25 20:41:03,929 - src.data.data_manager - INFO - 加载PRG文件: prg2/select.csv, 0 条记录
2025-11-25 20:41:03,930 - src.data.csv_processor - INFO - CSV文件读取成功: data\master\prg2\switch.csv, 共 0 条记录
2025-11-25 20:41:03,930 - src.data.data_manager - INFO - 加载PRG文件: prg2/switch.csv, 0 条记录
2025-11-25 20:41:03,938 - src.data.data_manager - INFO - 产品数据索引构建完成: 43313 种产品型号
2025-11-25 20:41:03,938 - src.data.data_manager - INFO - 所有CSV文件加载完成
2025-11-25 20:49:21,298 - __main__ - INFO - 启动DNC参数计算系统
2025-11-25 20:49:21,598 - __main__ - WARNING - 未找到原始master数据目录，将使用空目录
2025-11-25 20:49:21,854 - __main__ - INFO - 启动用户界面
2025-11-25 20:49:21,855 - src.config.config_manager - INFO - 配置文件加载成功: config\app_config.ini
2025-11-25 20:49:21,856 - src.data.csv_processor - INFO - CSV文件读取成功: data\master\ini.csv, 共 46 条记录
2025-11-25 20:49:21,857 - src.data.data_manager - INFO - 加载CSV文件: ini.csv, 46 条记录
2025-11-25 20:49:21,857 - src.data.csv_processor - INFO - CSV文件读取成功: data\master\prg.csv, 共 2 条记录
2025-11-25 20:49:21,857 - src.data.data_manager - INFO - 加载CSV文件: prg.csv, 2 条记录
2025-11-25 20:49:21,858 - src.data.csv_processor - INFO - CSV文件读取成功: data\master\header.csv, 共 5 条记录
2025-11-25 20:49:21,858 - src.data.data_manager - INFO - 加载CSV文件: header.csv, 5 条记录
2025-11-25 20:49:21,858 - src.data.csv_processor - INFO - CSV文件读取成功: data\master\math.csv, 共 19 条记录
2025-11-25 20:49:21,859 - src.data.data_manager - INFO - 加载CSV文件: math.csv, 19 条记录
2025-11-25 20:49:21,924 - src.data.csv_processor - INFO - CSV文件读取成功: data\master\type_define.csv, 共 43440 条记录
2025-11-25 20:49:21,925 - src.data.data_manager - INFO - 加载CSV文件: type_define.csv, 43440 条记录
2025-11-25 20:49:21,926 - src.data.csv_processor - INFO - CSV文件读取成功: data\master\type_relation.csv, 共 0 条记录
2025-11-25 20:49:21,926 - src.data.data_manager - INFO - 加载CSV文件: type_relation.csv, 0 条记录
2025-11-25 20:49:21,994 - src.data.csv_processor - INFO - CSV文件读取成功: data\master\type_prg.csv, 共 50328 条记录
2025-11-25 20:49:21,995 - src.data.data_manager - INFO - 加载CSV文件: type_prg.csv, 50328 条记录
2025-11-25 20:49:21,996 - src.data.csv_processor - INFO - CSV文件读取成功: data\master\type_chngvl.csv, 共 0 条记录
2025-11-25 20:49:21,996 - src.data.data_manager - INFO - 加载CSV文件: type_chngvl.csv, 0 条记录
2025-11-25 20:49:21,997 - src.data.csv_processor - INFO - CSV文件读取成功: data\master\prg1\add.csv, 共 0 条记录
2025-11-25 20:49:21,997 - src.data.data_manager - INFO - 加载PRG文件: prg1/add.csv, 0 条记录
2025-11-25 20:49:21,997 - src.data.csv_processor - INFO - CSV文件读取成功: data\master\prg1\calc.csv, 共 7 条记录
2025-11-25 20:49:21,998 - src.data.data_manager - INFO - 加载PRG文件: prg1/calc.csv, 7 条记录
2025-11-25 20:49:21,998 - src.data.csv_processor - INFO - CSV文件读取成功: data\master\prg1\chngValue.csv, 共 2 条记录
2025-11-25 20:49:21,999 - src.data.data_manager - INFO - 加载PRG文件: prg1/chngValue.csv, 2 条记录
2025-11-25 20:49:22,000 - src.data.csv_processor - INFO - CSV文件读取成功: data\master\prg1\cntrl_rex.csv, 共 51 条记录
2025-11-25 20:49:22,000 - src.data.data_manager - INFO - 加载PRG文件: prg1/cntrl_rex.csv, 51 条记录
2025-11-25 20:49:22,001 - src.data.csv_processor - INFO - CSV文件读取成功: data\master\prg1\cntrl.csv, 共 66 条记录
2025-11-25 20:49:22,002 - src.data.data_manager - INFO - 加载PRG文件: prg1/cntrl.csv, 66 条记录
2025-11-25 20:49:22,002 - src.data.csv_processor - INFO - CSV文件读取成功: data\master\prg1\correct.csv, 共 0 条记录
2025-11-25 20:49:22,002 - src.data.data_manager - INFO - 加载PRG文件: prg1/correct.csv, 0 条记录
2025-11-25 20:49:22,004 - src.data.csv_processor - INFO - CSV文件读取成功: data\master\prg1\define.csv, 共 176 条记录
2025-11-25 20:49:22,004 - src.data.data_manager - INFO - 加载PRG文件: prg1/define.csv, 176 条记录
2025-11-25 20:49:22,005 - src.data.csv_processor - INFO - CSV文件读取成功: data\master\prg1\input.csv, 共 0 条记录
2025-11-25 20:49:22,005 - src.data.data_manager - INFO - 加载PRG文件: prg1/input.csv, 0 条记录
2025-11-25 20:49:22,007 - src.data.csv_processor - INFO - CSV文件读取成功: data\master\prg1\load.csv, 共 10 条记录
2025-11-25 20:49:22,007 - src.data.data_manager - INFO - 加载PRG文件: prg1/load.csv, 10 条记录
2025-11-25 20:49:22,007 - src.data.csv_processor - INFO - CSV文件读取成功: data\master\prg1\measure.csv, 共 0 条记录
2025-11-25 20:49:22,007 - src.data.data_manager - INFO - 加载PRG文件: prg1/measure.csv, 0 条记录
2025-11-25 20:49:22,008 - src.data.csv_processor - INFO - CSV文件读取成功: data\master\prg1\preset.csv, 共 0 条记录
2025-11-25 20:49:22,008 - src.data.data_manager - INFO - 加载PRG文件: prg1/preset.csv, 0 条记录
2025-11-25 20:49:22,010 - src.data.csv_processor - INFO - CSV文件读取成功: data\master\prg1\relation.csv, 共 110 条记录
2025-11-25 20:49:22,010 - src.data.data_manager - INFO - 加载PRG文件: prg1/relation.csv, 110 条记录
2025-11-25 20:49:22,010 - src.data.csv_processor - INFO - CSV文件读取成功: data\master\prg1\select.csv, 共 10 条记录
2025-11-25 20:49:22,010 - src.data.data_manager - INFO - 加载PRG文件: prg1/select.csv, 10 条记录
2025-11-25 20:49:22,012 - src.data.csv_processor - INFO - CSV文件读取成功: data\master\prg1\switch.csv, 共 4 条记录
2025-11-25 20:49:22,013 - src.data.data_manager - INFO - 加载PRG文件: prg1/switch.csv, 4 条记录
2025-11-25 20:49:22,024 - src.data.csv_processor - INFO - CSV文件读取成功: data\master\prg1\type_define.csv, 共 8276 条记录
2025-11-25 20:49:22,025 - src.data.data_manager - INFO - 加载PRG文件: prg1/type_define.csv, 8276 条记录
2025-11-25 20:49:22,033 - src.data.csv_processor - INFO - CSV文件读取成功: data\master\prg1\type_prg.csv, 共 8284 条记录
2025-11-25 20:49:22,034 - src.data.data_manager - INFO - 加载PRG文件: prg1/type_prg.csv, 8284 条记录
2025-11-25 20:49:22,034 - src.data.csv_processor - INFO - CSV文件读取成功: data\master\prg2\add.csv, 共 0 条记录
2025-11-25 20:49:22,035 - src.data.data_manager - INFO - 加载PRG文件: prg2/add.csv, 0 条记录
2025-11-25 20:49:22,036 - src.data.csv_processor - INFO - CSV文件读取成功: data\master\prg2\calc.csv, 共 7 条记录
2025-11-25 20:49:22,036 - src.data.data_manager - INFO - 加载PRG文件: prg2/calc.csv, 7 条记录
2025-11-25 20:49:22,037 - src.data.csv_processor - INFO - CSV文件读取成功: data\master\prg2\chngValue.csv, 共 2 条记录
2025-11-25 20:49:22,037 - src.data.data_manager - INFO - 加载PRG文件: prg2/chngValue.csv, 2 条记录
2025-11-25 20:49:22,039 - src.data.csv_processor - INFO - CSV文件读取成功: data\master\prg2\cntrl_rex.csv, 共 51 条记录
2025-11-25 20:49:22,039 - src.data.data_manager - INFO - 加载PRG文件: prg2/cntrl_rex.csv, 51 条记录
2025-11-25 20:49:22,040 - src.data.csv_processor - INFO - CSV文件读取成功: data\master\prg2\cntrl.csv, 共 42 条记录
2025-11-25 20:49:22,041 - src.data.data_manager - INFO - 加载PRG文件: prg2/cntrl.csv, 42 条记录
2025-11-25 20:49:22,041 - src.data.csv_processor - INFO - CSV文件读取成功: data\master\prg2\correct.csv, 共 0 条记录
2025-11-25 20:49:22,041 - src.data.data_manager - INFO - 加载PRG文件: prg2/correct.csv, 0 条记录
2025-11-25 20:49:22,043 - src.data.csv_processor - INFO - CSV文件读取成功: data\master\prg2\define.csv, 共 161 条记录
2025-11-25 20:49:22,043 - src.data.data_manager - INFO - 加载PRG文件: prg2/define.csv, 161 条记录
2025-11-25 20:49:22,044 - src.data.csv_processor - INFO - CSV文件读取成功: data\master\prg2\load.csv, 共 11 条记录
2025-11-25 20:49:22,044 - src.data.data_manager - INFO - 加载PRG文件: prg2/load.csv, 11 条记录
2025-11-25 20:49:22,045 - src.data.csv_processor - INFO - CSV文件读取成功: data\master\prg2\measure.csv, 共 0 条记录
2025-11-25 20:49:22,045 - src.data.data_manager - INFO - 加载PRG文件: prg2/measure.csv, 0 条记录
2025-11-25 20:49:22,045 - src.data.csv_processor - INFO - CSV文件读取成功: data\master\prg2\preset.csv, 共 0 条记录
2025-11-25 20:49:22,045 - src.data.data_manager - INFO - 加载PRG文件: prg2/preset.csv, 0 条记录
2025-11-25 20:49:22,046 - src.data.csv_processor - INFO - CSV文件读取成功: data\master\prg2\relation.csv, 共 58 条记录
2025-11-25 20:49:22,046 - src.data.data_manager - INFO - 加载PRG文件: prg2/relation.csv, 58 条记录
2025-11-25 20:49:22,046 - src.data.csv_processor - INFO - CSV文件读取成功: data\master\prg2\select.csv, 共 0 条记录
2025-11-25 20:49:22,046 - src.data.data_manager - INFO - 加载PRG文件: prg2/select.csv, 0 条记录
2025-11-25 20:49:22,047 - src.data.csv_processor - INFO - CSV文件读取成功: data\master\prg2\switch.csv, 共 0 条记录
2025-11-25 20:49:22,047 - src.data.data_manager - INFO - 加载PRG文件: prg2/switch.csv, 0 条记录
2025-11-25 20:49:22,054 - src.data.data_manager - INFO - 产品数据索引构建完成: 43313 种产品型号
2025-11-25 20:49:22,055 - src.data.data_manager - INFO - 所有CSV文件加载完成
2025-11-25 20:58:26,390 - __main__ - INFO - 应用程序正常退出
2025-11-25 20:58:34,454 - __main__ - INFO - 启动DNC参数计算系统
2025-11-25 20:58:34,790 - __main__ - WARNING - 未找到原始master数据目录，将使用空目录
2025-11-25 20:58:35,390 - __main__ - INFO - 启动用户界面
2025-11-25 20:58:35,391 - src.config.config_manager - INFO - 配置文件加载成功: config\app_config.ini
2025-11-25 20:58:35,393 - src.data.csv_processor - INFO - CSV文件读取成功: data\master\ini.csv, 共 46 条记录
2025-11-25 20:58:35,393 - src.data.data_manager - INFO - 加载CSV文件: ini.csv, 46 条记录
2025-11-25 20:58:35,394 - src.data.csv_processor - INFO - CSV文件读取成功: data\master\prg.csv, 共 2 条记录
2025-11-25 20:58:35,394 - src.data.data_manager - INFO - 加载CSV文件: prg.csv, 2 条记录
2025-11-25 20:58:35,394 - src.data.csv_processor - INFO - CSV文件读取成功: data\master\header.csv, 共 5 条记录
2025-11-25 20:58:35,395 - src.data.data_manager - INFO - 加载CSV文件: header.csv, 5 条记录
2025-11-25 20:58:35,395 - src.data.csv_processor - INFO - CSV文件读取成功: data\master\math.csv, 共 19 条记录
2025-11-25 20:58:35,395 - src.data.data_manager - INFO - 加载CSV文件: math.csv, 19 条记录
2025-11-25 20:58:35,467 - src.data.csv_processor - INFO - CSV文件读取成功: data\master\type_define.csv, 共 43440 条记录
2025-11-25 20:58:35,468 - src.data.data_manager - INFO - 加载CSV文件: type_define.csv, 43440 条记录
2025-11-25 20:58:35,468 - src.data.csv_processor - INFO - CSV文件读取成功: data\master\type_relation.csv, 共 0 条记录
2025-11-25 20:58:35,469 - src.data.data_manager - INFO - 加载CSV文件: type_relation.csv, 0 条记录
2025-11-25 20:58:35,546 - src.data.csv_processor - INFO - CSV文件读取成功: data\master\type_prg.csv, 共 50328 条记录
2025-11-25 20:58:35,547 - src.data.data_manager - INFO - 加载CSV文件: type_prg.csv, 50328 条记录
2025-11-25 20:58:35,548 - src.data.csv_processor - INFO - CSV文件读取成功: data\master\type_chngvl.csv, 共 0 条记录
2025-11-25 20:58:35,548 - src.data.data_manager - INFO - 加载CSV文件: type_chngvl.csv, 0 条记录
2025-11-25 20:58:35,549 - src.data.csv_processor - INFO - CSV文件读取成功: data\master\prg1\add.csv, 共 0 条记录
2025-11-25 20:58:35,549 - src.data.data_manager - INFO - 加载PRG文件: prg1/add.csv, 0 条记录
2025-11-25 20:58:35,550 - src.data.csv_processor - INFO - CSV文件读取成功: data\master\prg1\calc.csv, 共 7 条记录
2025-11-25 20:58:35,550 - src.data.data_manager - INFO - 加载PRG文件: prg1/calc.csv, 7 条记录
2025-11-25 20:58:35,550 - src.data.csv_processor - INFO - CSV文件读取成功: data\master\prg1\chngValue.csv, 共 2 条记录
2025-11-25 20:58:35,551 - src.data.data_manager - INFO - 加载PRG文件: prg1/chngValue.csv, 2 条记录
2025-11-25 20:58:35,551 - src.data.csv_processor - INFO - CSV文件读取成功: data\master\prg1\cntrl_rex.csv, 共 51 条记录
2025-11-25 20:58:35,551 - src.data.data_manager - INFO - 加载PRG文件: prg1/cntrl_rex.csv, 51 条记录
2025-11-25 20:58:35,552 - src.data.csv_processor - INFO - CSV文件读取成功: data\master\prg1\cntrl.csv, 共 66 条记录
2025-11-25 20:58:35,552 - src.data.data_manager - INFO - 加载PRG文件: prg1/cntrl.csv, 66 条记录
2025-11-25 20:58:35,553 - src.data.csv_processor - INFO - CSV文件读取成功: data\master\prg1\correct.csv, 共 0 条记录
2025-11-25 20:58:35,553 - src.data.data_manager - INFO - 加载PRG文件: prg1/correct.csv, 0 条记录
2025-11-25 20:58:35,554 - src.data.csv_processor - INFO - CSV文件读取成功: data\master\prg1\define.csv, 共 176 条记录
2025-11-25 20:58:35,554 - src.data.data_manager - INFO - 加载PRG文件: prg1/define.csv, 176 条记录
2025-11-25 20:58:35,554 - src.data.csv_processor - INFO - CSV文件读取成功: data\master\prg1\input.csv, 共 0 条记录
2025-11-25 20:58:35,554 - src.data.data_manager - INFO - 加载PRG文件: prg1/input.csv, 0 条记录
2025-11-25 20:58:35,555 - src.data.csv_processor - INFO - CSV文件读取成功: data\master\prg1\load.csv, 共 10 条记录
2025-11-25 20:58:35,555 - src.data.data_manager - INFO - 加载PRG文件: prg1/load.csv, 10 条记录
2025-11-25 20:58:35,556 - src.data.csv_processor - INFO - CSV文件读取成功: data\master\prg1\measure.csv, 共 0 条记录
2025-11-25 20:58:35,556 - src.data.data_manager - INFO - 加载PRG文件: prg1/measure.csv, 0 条记录
2025-11-25 20:58:35,556 - src.data.csv_processor - INFO - CSV文件读取成功: data\master\prg1\preset.csv, 共 0 条记录
2025-11-25 20:58:35,557 - src.data.data_manager - INFO - 加载PRG文件: prg1/preset.csv, 0 条记录
2025-11-25 20:58:35,558 - src.data.csv_processor - INFO - CSV文件读取成功: data\master\prg1\relation.csv, 共 110 条记录
2025-11-25 20:58:35,558 - src.data.data_manager - INFO - 加载PRG文件: prg1/relation.csv, 110 条记录
2025-11-25 20:58:35,559 - src.data.csv_processor - INFO - CSV文件读取成功: data\master\prg1\select.csv, 共 10 条记录
2025-11-25 20:58:35,559 - src.data.data_manager - INFO - 加载PRG文件: prg1/select.csv, 10 条记录
2025-11-25 20:58:35,562 - src.data.csv_processor - INFO - CSV文件读取成功: data\master\prg1\switch.csv, 共 4 条记录
2025-11-25 20:58:35,562 - src.data.data_manager - INFO - 加载PRG文件: prg1/switch.csv, 4 条记录
2025-11-25 20:58:35,574 - src.data.csv_processor - INFO - CSV文件读取成功: data\master\prg1\type_define.csv, 共 8276 条记录
2025-11-25 20:58:35,574 - src.data.data_manager - INFO - 加载PRG文件: prg1/type_define.csv, 8276 条记录
2025-11-25 20:58:35,591 - src.data.csv_processor - INFO - CSV文件读取成功: data\master\prg1\type_prg.csv, 共 8284 条记录
2025-11-25 20:58:35,591 - src.data.data_manager - INFO - 加载PRG文件: prg1/type_prg.csv, 8284 条记录
2025-11-25 20:58:35,594 - src.data.csv_processor - INFO - CSV文件读取成功: data\master\prg2\add.csv, 共 0 条记录
2025-11-25 20:58:35,595 - src.data.data_manager - INFO - 加载PRG文件: prg2/add.csv, 0 条记录
2025-11-25 20:58:35,596 - src.data.csv_processor - INFO - CSV文件读取成功: data\master\prg2\calc.csv, 共 7 条记录
2025-11-25 20:58:35,596 - src.data.data_manager - INFO - 加载PRG文件: prg2/calc.csv, 7 条记录
2025-11-25 20:58:35,597 - src.data.csv_processor - INFO - CSV文件读取成功: data\master\prg2\chngValue.csv, 共 2 条记录
2025-11-25 20:58:35,597 - src.data.data_manager - INFO - 加载PRG文件: prg2/chngValue.csv, 2 条记录
2025-11-25 20:58:35,598 - src.data.csv_processor - INFO - CSV文件读取成功: data\master\prg2\cntrl_rex.csv, 共 51 条记录
2025-11-25 20:58:35,598 - src.data.data_manager - INFO - 加载PRG文件: prg2/cntrl_rex.csv, 51 条记录
2025-11-25 20:58:35,598 - src.data.csv_processor - INFO - CSV文件读取成功: data\master\prg2\cntrl.csv, 共 42 条记录
2025-11-25 20:58:35,599 - src.data.data_manager - INFO - 加载PRG文件: prg2/cntrl.csv, 42 条记录
2025-11-25 20:58:35,599 - src.data.csv_processor - INFO - CSV文件读取成功: data\master\prg2\correct.csv, 共 0 条记录
2025-11-25 20:58:35,599 - src.data.data_manager - INFO - 加载PRG文件: prg2/correct.csv, 0 条记录
2025-11-25 20:58:35,600 - src.data.csv_processor - INFO - CSV文件读取成功: data\master\prg2\define.csv, 共 161 条记录
2025-11-25 20:58:35,600 - src.data.data_manager - INFO - 加载PRG文件: prg2/define.csv, 161 条记录
2025-11-25 20:58:35,601 - src.data.csv_processor - INFO - CSV文件读取成功: data\master\prg2\load.csv, 共 11 条记录
2025-11-25 20:58:35,601 - src.data.data_manager - INFO - 加载PRG文件: prg2/load.csv, 11 条记录
2025-11-25 20:58:35,602 - src.data.csv_processor - INFO - CSV文件读取成功: data\master\prg2\measure.csv, 共 0 条记录
2025-11-25 20:58:35,602 - src.data.data_manager - INFO - 加载PRG文件: prg2/measure.csv, 0 条记录
2025-11-25 20:58:35,602 - src.data.csv_processor - INFO - CSV文件读取成功: data\master\prg2\preset.csv, 共 0 条记录
2025-11-25 20:58:35,603 - src.data.data_manager - INFO - 加载PRG文件: prg2/preset.csv, 0 条记录
2025-11-25 20:58:35,603 - src.data.csv_processor - INFO - CSV文件读取成功: data\master\prg2\relation.csv, 共 58 条记录
2025-11-25 20:58:35,604 - src.data.data_manager - INFO - 加载PRG文件: prg2/relation.csv, 58 条记录
2025-11-25 20:58:35,604 - src.data.csv_processor - INFO - CSV文件读取成功: data\master\prg2\select.csv, 共 0 条记录
2025-11-25 20:58:35,604 - src.data.data_manager - INFO - 加载PRG文件: prg2/select.csv, 0 条记录
2025-11-25 20:58:35,605 - src.data.csv_processor - INFO - CSV文件读取成功: data\master\prg2\switch.csv, 共 0 条记录
2025-11-25 20:58:35,605 - src.data.data_manager - INFO - 加载PRG文件: prg2/switch.csv, 0 条记录
2025-11-25 20:58:35,615 - src.data.data_manager - INFO - 产品数据索引构建完成: 43313 种产品型号
2025-11-25 20:58:35,615 - src.data.data_manager - INFO - 所有CSV文件加载完成
2025-11-25 20:59:59,182 - src.ui.main_window - INFO - 找到匹配型号: GPA20GT15040_A (从输入 GPA20GT15040_A-H8 匹配)
2025-11-25 21:00:57,738 - __main__ - INFO - 启动DNC参数计算系统
2025-11-25 21:00:57,994 - __main__ - WARNING - 未找到原始master数据目录，将使用空目录
2025-11-25 21:00:58,102 - __main__ - INFO - 启动用户界面
2025-11-25 21:00:58,103 - src.config.config_manager - INFO - 配置文件加载成功: config\app_config.ini
2025-11-25 21:00:58,104 - src.data.csv_processor - INFO - CSV文件读取成功: data\master\ini.csv, 共 46 条记录
2025-11-25 21:00:58,104 - src.data.data_manager - INFO - 加载CSV文件: ini.csv, 46 条记录
2025-11-25 21:00:58,104 - src.data.csv_processor - INFO - CSV文件读取成功: data\master\prg.csv, 共 2 条记录
2025-11-25 21:00:58,105 - src.data.data_manager - INFO - 加载CSV文件: prg.csv, 2 条记录
2025-11-25 21:00:58,105 - src.data.csv_processor - INFO - CSV文件读取成功: data\master\header.csv, 共 5 条记录
2025-11-25 21:00:58,105 - src.data.data_manager - INFO - 加载CSV文件: header.csv, 5 条记录
2025-11-25 21:00:58,105 - src.data.csv_processor - INFO - CSV文件读取成功: data\master\math.csv, 共 19 条记录
2025-11-25 21:00:58,105 - src.data.data_manager - INFO - 加载CSV文件: math.csv, 19 条记录
2025-11-25 21:00:58,170 - src.data.csv_processor - INFO - CSV文件读取成功: data\master\type_define.csv, 共 43440 条记录
2025-11-25 21:00:58,171 - src.data.data_manager - INFO - 加载CSV文件: type_define.csv, 43440 条记录
2025-11-25 21:00:58,172 - src.data.csv_processor - INFO - CSV文件读取成功: data\master\type_relation.csv, 共 0 条记录
2025-11-25 21:00:58,172 - src.data.data_manager - INFO - 加载CSV文件: type_relation.csv, 0 条记录
2025-11-25 21:00:58,285 - src.data.csv_processor - INFO - CSV文件读取成功: data\master\type_prg.csv, 共 50328 条记录
